"time","value","rank","std","r","Min","Max","Q25","Q50","Q75","funcs","tissue","sign","pathway","foldchange"
"12",51128.4716666667,39.5,14348.8143858082,6,30577.42,67719.92,41544.03,53543.63,61267.4575,"Glucosinolate biosynthesis ","Hindgut","a","Biosynthesis of other secondary metabolites",1.7537665689674
"24",44414.8233333333,33.6666666666667,11059.8989142101,6,27829.22,57771.97,40250.5725,42861.415,52553.825,"Glucosinolate biosynthesis ","Hindgut","ab","Biosynthesis of other secondary metabolites",1.52348055377872
"3",42691.8366666667,33.1666666666667,5539.33643299508,6,35086.29,48844.71,39280.2575,42368.105,47516.6525,"Glucosinolate biosynthesis ","Hindgut","ab","Biosynthesis of other secondary metabolites",1.46438008947232
"48",43462.03,34.1666666666667,7738.61838956283,6,31177.98,54079.03,40763.135,43655.67,47217.5725,"Glucosinolate biosynthesis ","Hindgut","ab","Biosynthesis of other secondary metabolites",1.49079862450008
"6",38357.6083333333,25.5,8610.29991493774,6,25864.76,46234.35,32303.6475,40850.075,45381.1825,"Glucosinolate biosynthesis ","Hindgut","abc","Biosynthesis of other secondary metabolites",1.31571097213927
"72",39485.125,25,2625.28539182124,6,37409.19,43703.08,37722.4225,38161.245,40965.1925,"Glucosinolate biosynthesis ","Hindgut","abc","Biosynthesis of other secondary metabolites",1.35438611676016
"9",37263.0733333333,18,2626.84676957501,6,34340.21,42016.1,35910.0075,36857.535,37649.055,"Glucosinolate biosynthesis ","Hindgut","bc","Biosynthesis of other secondary metabolites",1.27816713738357
"CK",29153.5216666667,6.33333333333333,3952.91315879525,6,24750.92,35776.78,26886.645,28069.765,30838.6625,"Glucosinolate biosynthesis ","Hindgut","c","Biosynthesis of other secondary metabolites",1
"0",16700.135,38.3333333333333,927.039078955143,6,15654.25,18190.57,16009.6925,16694.44,17062.86,"Penicillin and cephalosporin biosynthesis ","Hindgut","a","Biosynthesis of other secondary metabolites",2.6920931284744
"12",15274.0116666667,35.5,5190.07038853007,6,5652.22,19242.74,14187.07,17086.915,18787.8475,"Penicillin and cephalosporin biosynthesis ","Hindgut","a","Biosynthesis of other secondary metabolites",2.46219936857224
"24",11027.64,19.3333333333333,5798.77112120491,6,3225.89,17091.05,6390.965,12930.62,15065.09,"Penicillin and cephalosporin biosynthesis ","Hindgut","ab","Biosynthesis of other secondary metabolites",1.7776762802989
"3",16390.0016666667,37.5,3316.82912794384,6,10462.77,19463.14,15705.4825,16755.365,18849.7275,"Penicillin and cephalosporin biosynthesis ","Hindgut","a","Biosynthesis of other secondary metabolites",2.64209905264343
"48",14254.545,28.6666666666667,3542.49299148354,6,10416.85,17465.29,11071.695,14713.485,17448.6675,"Penicillin and cephalosporin biosynthesis ","Hindgut","ab","Biosynthesis of other secondary metabolites",2.29785942712614
"6",15604.735,34,3640.40367156583,6,10483.93,19043.3,12869.2875,16723.455,18483.1425,"Penicillin and cephalosporin biosynthesis ","Hindgut","a","Biosynthesis of other secondary metabolites",2.5155125910757
"72",14093.7816666667,26.1666666666667,1781.88446282487,6,12319.18,16743.82,12787.47,13551.685,15285.6125,"Penicillin and cephalosporin biosynthesis ","Hindgut","ab","Biosynthesis of other secondary metabolites",2.27194407584441
"9",12220.7316666667,20.8333333333333,4178.37793245856,6,4293.51,16264.85,11978.585,13532.375,14063.5625,"Penicillin and cephalosporin biosynthesis ","Hindgut","ab","Biosynthesis of other secondary metabolites",1.9700048978504
"CK",6203.40166666667,7.16666666666667,2934.54675293079,6,2893.93,11364.51,4639.4125,5677.895,6904.17,"Penicillin and cephalosporin biosynthesis ","Hindgut","b","Biosynthesis of other secondary metabolites",1
"0",24032.9983333333,8.83333333333333,849.634504229123,6,22789.58,24856.65,23456.965,24234.705,24722.15,"Carbapenem biosynthesis ","Hindgut","c","Biosynthesis of other secondary metabolites",1.01092139829344
"12",32363.7283333333,40,4208.89344759126,6,27923.28,37322.69,28776.545,31821.905,36103.85,"Carbapenem biosynthesis ","Hindgut","ab","Biosynthesis of other secondary metabolites",1.36134430864351
"24",29627.77,30,4651.70742497849,6,24251.28,34432.45,25731.9925,30087.515,33492.66,"Carbapenem biosynthesis ","Hindgut","b","Biosynthesis of other secondary metabolites",1.24625925826219
"3",25108.385,13,1910.80463777698,6,22975.4,27245.95,23423.5,25260.96,26637.26,"Carbapenem biosynthesis ","Hindgut","c","Biosynthesis of other secondary metabolites",1.05615634474891
"48",30196.23,33,3713.13795807805,6,24166.38,34261.15,28322.3,31343.13,32396.9575,"Carbapenem biosynthesis ","Hindgut","b","Biosynthesis of other secondary metabolites",1.2701708971723
"6",23773.36,13.5,4118.64804250133,6,16981.23,28179.91,21928.5175,24858.53,26322.2175,"Carbapenem biosynthesis ","Hindgut","c","Biosynthesis of other secondary metabolites",1
"72",28012.3783333333,27.1666666666667,1081.24229453748,6,27075.18,29847.08,27235.5375,27630.09,28498.38,"Carbapenem biosynthesis ","Hindgut","b","Biosynthesis of other secondary metabolites",1.17830960088659
"9",30808.5616666667,35.1666666666667,3687.99026752195,6,26438.47,37293.45,29041.25,30267.92,31530.4175,"Carbapenem biosynthesis ","Hindgut","ab","Biosynthesis of other secondary metabolites",1.29592794904324
"CK",35250.8083333333,46.8333333333333,3180.91887382509,6,30695.5,39618.17,33363.685,35550.87,36978.83,"Carbapenem biosynthesis ","Hindgut","a","Biosynthesis of other secondary metabolites",1.48278612418831
"0",110777.588333333,17.8333333333333,2396.47677417009,6,107403.8,113441.96,109222.505,110870.62,112771.7025,"Monobactam biosynthesis ","Hindgut","c","Biosynthesis of other secondary metabolites",1.03797526451783
"12",134840.93,40.8333333333333,21640.2478944692,6,110607.84,173760.14,122978.6225,132942.765,137586.8125,"Monobactam biosynthesis ","Hindgut","ab","Biosynthesis of other secondary metabolites",1.26344644336751
"24",107195.531666667,19.5,21734.5027868451,6,79756.51,139522.71,92380.21,106901.725,118638.5425,"Monobactam biosynthesis ","Hindgut","c","Biosynthesis of other secondary metabolites",1.00441174077588
"3",110710.248333333,22.1666666666667,13411.7927021356,6,85848.81,121408.54,107711.17,115823.76,119218.175,"Monobactam biosynthesis ","Hindgut","bc","Biosynthesis of other secondary metabolites",1.0373442952454
"48",136829.198333333,45,14072.7661516127,6,119324.51,156278.46,126538.5925,137229.37,145261.2025,"Monobactam biosynthesis ","Hindgut","a","Biosynthesis of other secondary metabolites",1.28207632491913
"6",106724.69,20.1666666666667,17417.355626332,6,77300.87,124060.95,99281.89,111613.655,118344.195,"Monobactam biosynthesis ","Hindgut","c","Biosynthesis of other secondary metabolites",1
"72",117493.738333333,29.3333333333333,8320.25387313492,6,108026.73,130975.51,113192.3,114697.085,121580.7575,"Monobactam biosynthesis ","Hindgut","abc","Biosynthesis of other secondary metabolites",1.10090493899147
"9",124643.63,34.3333333333333,17288.4904710666,6,110487.07,157662.1,113569.7225,122621.19,123593.545,"Monobactam biosynthesis ","Hindgut","abc","Biosynthesis of other secondary metabolites",1.16789873083726
"CK",110537.881666667,18.3333333333333,5085.58249711639,6,105215.56,117102.42,106259.49,110324.4,114098.0925,"Monobactam biosynthesis ","Hindgut","c","Biosynthesis of other secondary metabolites",1.035729236287
"0",60409.6433333333,30.1666666666667,2954.20356248966,6,55956.05,64198.43,59056.325,60314.585,62356.625,"Novobiocin biosynthesis ","Hindgut","ab","Biosynthesis of other secondary metabolites",1.65055196093115
"12",73735.6083333333,42,14515.9291819083,6,53257.66,88494.07,64184.425,74821.32,86490.695,"Novobiocin biosynthesis ","Hindgut","a","Biosynthesis of other secondary metabolites",2.01465273107944
"24",63465.4366666667,32.1666666666667,13602.1650565911,6,44141.91,81961.24,57458.5375,61253.36,72305.205,"Novobiocin biosynthesis ","Hindgut","ab","Biosynthesis of other secondary metabolites",1.73404435387085
"3",60934.3783333333,31.1666666666667,6739.42564781723,6,51172.21,69090.86,56816.175,61518.185,65673.04,"Novobiocin biosynthesis ","Hindgut","ab","Biosynthesis of other secondary metabolites",1.66488911532288
"48",65991.6033333333,37.5,11549.5809449082,6,49586.2,84569.96,61583.3975,65206.135,69555.5625,"Novobiocin biosynthesis ","Hindgut","ab","Biosynthesis of other secondary metabolites",1.8030659390886
"6",55968.0066666667,25.8333333333333,11413.7630628547,6,38970.07,66202.81,48286.42,59470.915,65219.035,"Novobiocin biosynthesis ","Hindgut","ab","Biosynthesis of other secondary metabolites",1.52919464601608
"72",57889.2083333333,24.6666666666667,4353.75814085907,6,52810.44,65904.22,56374.99,56969.17,58121.2825,"Novobiocin biosynthesis ","Hindgut","ab","Biosynthesis of other secondary metabolites",1.58168698007545
"9",55805.3533333333,20,3656.64152536541,6,52447.37,61021.74,53601.485,53981.84,58438.9325,"Novobiocin biosynthesis ","Hindgut","bc","Biosynthesis of other secondary metabolites",1.52475052478855
"CK",36599.6616666667,4,7276.73494898479,6,28829.67,49478.12,32465.26,34990.48,38511.895,"Novobiocin biosynthesis ","Hindgut","c","Biosynthesis of other secondary metabolites",1
"0",4573.06833333333,46.1666666666667,1777.46957722957,6,2916.06,7632.5,3457.5625,3936.26,5273.565,"Staurosporine biosynthesis ","Hindgut","a","Biosynthesis of other secondary metabolites",12.0630665881174
"12",1452.48833333333,22,731.124878811183,6,550.39,2585.91,1037.4325,1299.815,1846.725,"Staurosporine biosynthesis ","Hindgut","c","Biosynthesis of other secondary metabolites",3.83144580537945
"24",1680.92333333333,19.8333333333333,1844.06521450481,6,232.79,5372.63,1037.83,1139.365,1182.895,"Staurosporine biosynthesis ","Hindgut","c","Biosynthesis of other secondary metabolites",4.43402298446307
"3",3958.085,42.8333333333333,1863.66704592585,6,2545.51,7426.55,2840.5275,3161.895,4329.915,"Staurosporine biosynthesis ","Hindgut","a","Biosynthesis of other secondary metabolites",10.4408330329116
"48",2277.73166666667,26.6666666666667,2272.2517280567,6,649,6726.8,921.4175,1568.62,2227.905,"Staurosporine biosynthesis ","Hindgut","bc","Biosynthesis of other secondary metabolites",6.00831362273475
"6",3517.775,38,1957.8651004985,6,1010.35,5915.03,2145.2925,3383.005,5107.655,"Staurosporine biosynthesis ","Hindgut","ab","Biosynthesis of other secondary metabolites",9.27936146453411
"72",1427.42666666667,23.3333333333333,422.19335042924,6,812.93,2015.83,1238.96,1389.365,1673.525,"Staurosporine biosynthesis ","Hindgut","c","Biosynthesis of other secondary metabolites",3.76533689736127
"9",1498.94666666667,23.6666666666667,626.738566059778,6,520.94,2410.67,1303.96,1493.565,1749.0275,"Staurosporine biosynthesis ","Hindgut","c","Biosynthesis of other secondary metabolites",3.95399590254025
"CK",379.096666666667,5,210.306302013674,6,151.26,615.05,187.015,397.275,546.9125,"Staurosporine biosynthesis ","Hindgut","d","Biosynthesis of other secondary metabolites",1
"0",31383.7133333333,24.6666666666667,602.664754657734,6,30695.28,32329.58,30941.26,31344.01,31672.795,"Phenazine biosynthesis ","Hindgut","a","Biosynthesis of other secondary metabolites",2.16480757588404
"12",35678.91,42.6666666666667,3936.2517047567,6,29771.62,39617.97,33442.33,36012.35,39058.2225,"Phenazine biosynthesis ","Hindgut","a","Biosynthesis of other secondary metabolites",2.46108463478885
"24",31117.5233333333,26.5,4334.62093711396,6,25912.72,36393.18,27695.17,30938.7,34665.56,"Phenazine biosynthesis ","Hindgut","a","Biosynthesis of other secondary metabolites",2.14644613718161
"3",31779.5066666667,29,2265.02544705058,6,27990.42,33781.19,30780.655,32335.38,33563.0375,"Phenazine biosynthesis ","Hindgut","a","Biosynthesis of other secondary metabolites",2.19210888332921
"48",34133.585,40.6666666666667,3432.73834076965,6,27564.43,36661.08,33856.695,35256.575,36318.73,"Phenazine biosynthesis ","Hindgut","a","Biosynthesis of other secondary metabolites",2.35449013363242
"6",30539.8983333333,27,4334.78939271295,6,22483.55,34299.04,29750.29,31986.825,33105.485,"Phenazine biosynthesis ","Hindgut","a","Biosynthesis of other secondary metabolites",2.10660231874181
"72",31518.4883333333,27.6666666666667,2314.32972825755,6,27363.14,34098.75,31160.5825,31808.205,32767.9925,"Phenazine biosynthesis ","Hindgut","a","Biosynthesis of other secondary metabolites",2.1741041794421
"9",31207.88,25.5,2300.66414164258,6,27538.32,34122.86,30272.415,31317.88,32599.28,"Phenazine biosynthesis ","Hindgut","a","Biosynthesis of other secondary metabolites",2.15267882209222
"CK",14497.23,3.83333333333333,6617.66852651597,6,7955.49,26657.22,10802.0275,12878.84,15597.135,"Phenazine biosynthesis ","Hindgut","b","Biosynthesis of other secondary metabolites",1
"0",122659.445,30.5,2577.29321001512,6,120294.75,125918.54,120785.86,121663.82,124857.855,"Prodigiosin biosynthesis ","Hindgut","a","Biosynthesis of other secondary metabolites",1.60781492558677
"12",133816.136666667,37.1666666666667,30477.7517840911,6,87774.03,165876.84,115052.365,141171.165,155710.9325,"Prodigiosin biosynthesis ","Hindgut","a","Biosynthesis of other secondary metabolites",1.7540563779416
"24",112745.168333333,25.5,34043.7262430883,6,68798.01,156992.39,88654.2225,112146.41,137209.825,"Prodigiosin biosynthesis ","Hindgut","ab","Biosynthesis of other secondary metabolites",1.47785899760207
"3",121716.456666667,31.1666666666667,16465.9700088475,6,92150.48,136030.02,117592.7775,125337.3,133658.6025,"Prodigiosin biosynthesis ","Hindgut","a","Biosynthesis of other secondary metabolites",1.59545427356371
"48",129344.04,38.6666666666667,16005.3315483897,6,98804.06,140647.71,127393.5575,135886.205,139179.59,"Prodigiosin biosynthesis ","Hindgut","a","Biosynthesis of other secondary metabolites",1.69543632002976
"6",116789.476666667,28.3333333333333,20379.59960235,6,84404.16,136231.2,105258.875,122614.555,132202.695,"Prodigiosin biosynthesis ","Hindgut","a","Biosynthesis of other secondary metabolites",1.5308716237558
"72",118490.945,26.6666666666667,8465.26659595254,6,108419.94,128236.26,111436.875,118619.57,125660.6575,"Prodigiosin biosynthesis ","Hindgut","ab","Biosynthesis of other secondary metabolites",1.55317440020931
"9",115361.106666667,24.1666666666667,12123.4240600924,6,95464.23,127973.91,110404.5225,116907.315,124234.5375,"Prodigiosin biosynthesis ","Hindgut","ab","Biosynthesis of other secondary metabolites",1.5121486089463
"CK",76289.53,5.33333333333333,16139.4220759766,6,58436.59,104991.7,67502.2425,73333.385,79896.04,"Prodigiosin biosynthesis ","Hindgut","b","Biosynthesis of other secondary metabolites",1
"0",37278.89,27,1197.01286773368,6,35799.48,39088.12,36438.7225,37275.99,37874.5925,"Biosynthesis of various secondary metabolites - part 2 ","Hindgut","ab","Biosynthesis of other secondary metabolites",1.26961274636517
"12",37475.2516666667,32.6666666666667,5743.49459572277,6,26517.28,42130.04,37028.63,39262.45,40862.0625,"Biosynthesis of various secondary metabolites - part 2 ","Hindgut","ab","Biosynthesis of other secondary metabolites",1.2763002650895
"24",32249.9233333333,17.3333333333333,7250.04077940991,6,21428.68,39569.28,27392.825,34671.16,37312.2,"Biosynthesis of various secondary metabolites - part 2 ","Hindgut","ab","Biosynthesis of other secondary metabolites",1.09834047455006
"3",36439.3366666667,27.8333333333333,5113.93087255456,6,26489.59,40341.33,36667.0375,37619.19,39567.5975,"Biosynthesis of various secondary metabolites - part 2 ","Hindgut","ab","Biosynthesis of other secondary metabolites",1.24101995260834
"48",42047.2783333333,40.3333333333333,5445.61751018713,6,35408.87,48594.19,37871.52,41917.94,46420.9975,"Biosynthesis of various secondary metabolites - part 2 ","Hindgut","a","Biosynthesis of other secondary metabolites",1.43201046281056
"6",36934.88,30.8333333333333,5341.8181090112,6,27532.09,42104.67,35220.2925,38397.59,40361.5075,"Biosynthesis of various secondary metabolites - part 2 ","Hindgut","ab","Biosynthesis of other secondary metabolites",1.25789674621395
"72",37639.325,28.3333333333333,3489.30563094006,6,34147.74,43854.56,35263.0475,37233.18,38379.01,"Biosynthesis of various secondary metabolites - part 2 ","Hindgut","ab","Biosynthesis of other secondary metabolites",1.28188813520416
"9",38539.8283333333,34.3333333333333,3490.72984056582,6,32807.82,42458.65,37173.6175,38822.31,40983.4475,"Biosynthesis of various secondary metabolites - part 2 ","Hindgut","ab","Biosynthesis of other secondary metabolites",1.31255671224989
"CK",29362.41,8.83333333333333,4045.61070758421,6,24944.62,36559.35,26911.41,29119.595,29971.8625,"Biosynthesis of various secondary metabolites - part 2 ","Hindgut","b","Biosynthesis of other secondary metabolites",1
"0",475805.601666667,34.5,34421.8024889008,6,418966.96,515974.63,460766.065,484309.87,494843.08,"Benzoate degradation ","Hindgut","a","Xenobiotics biodegradation and metabolism",2.12591264959506
"12",409483.258333333,25.8333333333333,103188.946456947,6,220252.45,499983.56,386314.7475,438897.275,477285.6325,"Benzoate degradation ","Hindgut","ab","Xenobiotics biodegradation and metabolism",1.82958257666352
"24",302134.451666667,15.5,160459.307350448,6,107007.79,462336.02,164921.5325,327444.17,440231.4725,"Benzoate degradation ","Hindgut","ab","Xenobiotics biodegradation and metabolism",1.3499451255444
