Enzyme_ID	CKmc1	CKmc2	CKmc3	CKmc4	CKmc5	CKmc6	0hmc1	0hmc2	0hmc3	0hmc4	0hmc5	0hmc7	12hmc1	12hmc2	12hmc3	12hmc4	12hmc5	12hmc6	48hmc1	48hmc2	48hmc3	48hmc4	48hmc5	48hmc6
E1077	11	36	28	23	14	33	7	9	1	0	3	38	1	0	14	10	6	3	8	16	7	8	19	6
E1078	14	10	19	10	6	7	0	0	0	0	0	18	4	0	0	0	0	0	3	2	4	1	1	1
E1079	6	9	13	5	9	8	2	7	1	0	0	13	0	17	0	0	7	0	4	0	0	7	0	0
E1080	1	1	7	0	0	3	0	0	0	0	0	9	0	0	0	0	9	0	2	3	4	2	1	4
E1081	14	36	43	23	5	31	15	10	7	23	11	47	9	7	13	14	15	10	6	14	10	18	10	6
E1082	14	26	19	17	8	21	0	0	5	0	0	53	0	0	0	0	3	0	4	20	8	8	5	5
E1083	28	60	70	38	29	40	12	6	9	16	9	52	8	0	9	18	18	22	25	23	19	21	33	21
E1084	6	9	13	5	9	8	2	7	1	0	0	13	0	17	0	0	7	0	4	0	0	7	0	0
E1085	7	9	1	12	0	9	0	0	0	0	0	14	0	0	4	0	6	0	7	7	3	1	2	5
E1086	10	8	24	5	4	17	4	4	6	11	3	18	1	0	4	6	3	1	5	4	7	6	6	6
E1087	8	18	28	15	4	26	5	6	7	0	8	31	5	15	6	12	5	4	10	13	3	9	15	12
E1088	1	1	7	0	0	3	0	0	0	0	0	9	0	0	0	0	9	0	2	3	4	2	1	4
E1089	27	34	40	48	13	46	6	8	1	4	3	40	18	4	10	12	8	19	12	14	16	13	19	8
E1090	2	4	9	4	1	10	7	0	1	8	2	12	1	0	0	2	7	2	10	1	3	2	3	4
E1091	9	12	5	8	6	13	4	10	1	2	1	11	3	0	3	7	4	2	0	0	0	10	0	0
E1092	12	24	27	26	26	32	6	2	6	0	7	39	3	0	2	8	13	9	19	15	11	23	22	12
E1093	7	2	6	2	0	6	0	11	0	0	0	7	0	0	8	1	0	0	8	7	0	6	2	0
E1094	5	11	11	8	0	18	0	0	0	0	0	29	0	0	0	0	6	0	10	9	9	9	8	10
E1095	1	5	0	5	0	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
E1096	20	8	20	21	1	16	3	3	7	0	0	59	0	0	0	0	4	0	5	11	7	5	15	3
E1097	11	33	46	24	4	35	7	13	1	6	6	31	3	0	14	14	9	6	28	11	10	14	14	12
E1098	3	3	1	2	9	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
E1099	24	44	54	19	24	36	19	15	1	8	15	39	2	9	25	14	11	13	17	15	18	30	27	9
E1100	10	24	61	33	5	28	10	8	6	11	7	53	7	0	4	8	12	4	8	9	7	22	21	12
E1101	15	49	57	44	8	41	14	11	11	12	16	44	5	2	18	18	14	22	10	12	9	14	11	11
E1102	13	32	18	28	16	28	8	1	1	5	9	34	9	0	8	4	6	2	10	9	8	15	15	14
E1103	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	6	0	0	0
E1104	13	25	39	39	11	31	13	13	33	2	3	31	2	2	1	6	8	6	17	5	6	16	13	3
E1105	14	36	43	23	5	31	15	10	7	23	11	47	9	7	13	14	15	10	6	14	10	18	10	6
E1106	21	27	28	19	27	20	20	17	6	1	7	26	8	2	12	18	6	12	9	5	4	5	5	8
E1107	7	17	22	6	5	12	7	4	0	0	5	18	0	4	12	3	10	3	11	7	12	8	5	8
E1108	18	17	43	20	25	36	7	15	3	4	7	40	6	9	4	6	8	12	10	13	13	8	21	5
E1109	18	28	42	25	15	34	6	7	9	1	4	41	12	5	9	3	5	12	8	16	7	18	9	10
E1110	19	30	38	33	19	38	6	1	9	1	0	43	4	0	4	8	15	2	13	11	20	18	14	19
E1111	9	26	23	13	13	18	6	5	2	12	5	15	1	0	10	9	2	10	7	12	6	5	14	8
E1112	4	6	17	8	0	12	0	0	0	0	0	14	0	0	2	0	7	0	1	9	5	1	4	1
E1113	11	18	34	21	9	34	12	9	1	4	5	37	4	0	5	6	3	6	6	8	15	9	22	8
E1114	10	18	32	18	10	13	6	2	3	1	3	22	6	0	2	3	10	2	10	19	10	15	8	9
E1115	7	14	13	18	2	22	3	2	0	0	9	17	0	6	7	5	8	0	4	1	5	8	2	2
E1116	13	14	11	13	7	20	1	2	1	1	6	18	3	1	15	7	13	12	23	9	9	11	26	11
E1117	16	20	32	42	14	45	8	7	8	14	3	43	16	0	5	15	13	8	21	14	22	12	19	14
E1118	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E1119	4	8	11	8	3	16	2	0	5	18	1	7	4	0	3	1	3	1	4	6	6	6	7	3
E1120	1	3	2	2	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
E1121	1	0	3	3	0	8	0	2	0	0	0	4	0	0	0	0	0	0	0	1	1	1	0	5
E1122	7	8	1	6	6	4	0	0	0	0	0	6	0	0	0	0	2	0	2	10	5	3	12	2
E1123	1	7	17	10	4	6	1	0	0	0	0	8	0	0	0	0	0	0	4	4	4	2	1	1
E1124	2	11	5	4	9	5	0	0	0	0	0	9	0	0	0	1	0	0	5	7	5	7	5	13
E1125	2	12	13	11	7	16	4	1	1	3	5	15	8	0	1	10	4	1	6	7	8	13	18	17
E1126	17	43	30	40	9	49	7	7	12	12	2	84	20	19	1	23	18	25	31	19	15	28	18	31
E1127	1	1	2	0	0	0	4	4	0	0	1	2	0	0	2	3	2	0	1	2	4	1	3	0
E1128	1	1	8	3	0	1	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
E1129	3	11	14	2	5	10	3	4	0	0	4	8	0	4	2	1	1	0	0	0	0	0	0	0
E1130	21	27	28	19	27	20	20	17	6	1	7	26	8	2	12	18	6	12	9	5	4	5	5	8
E1131	17	17	29	21	22	21	8	4	3	4	10	36	12	0	3	17	12	14	9	5	15	18	4	9
E1132	67	108	129	63	38	84	28	37	15	23	21	110	19	8	28	18	28	21	38	33	30	39	42	16
E1133	29	35	57	33	13	35	10	7	5	10	5	46	15	8	13	15	20	6	4	7	5	37	4	8
E1134	12	29	26	30	6	26	9	8	3	8	9	29	1	2	10	6	10	7	13	14	9	10	9	6
E1135	12	37	35	26	4	38	12	17	1	9	11	27	3	8	9	5	12	5	14	8	21	9	10	6
E1136	9	23	14	18	10	26	2	13	1	15	6	16	6	0	16	7	5	5	10	7	16	19	2	5
E1137	8	27	23	11	2	28	12	10	4	1	3	27	14	0	8	6	9	10	19	8	19	13	15	11
E1138	6	22	22	13	1	21	2	3	4	0	4	31	0	0	6	2	6	9	9	4	5	4	8	8
E1139	2	0	3	0	0	4	0	0	0	0	0	11	0	0	0	0	6	0	7	5	3	4	12	6
E1140	3	3	15	10	0	7	0	0	0	0	0	10	0	0	0	0	0	0	0	1	0	0	11	0
E1141	55	88	84	103	55	101	8	22	40	5	4	148	10	23	7	8	15	18	34	24	20	12	16	9
E1142	4	1	7	8	5	17	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0
E1143	6	25	2	9	0	11	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	1	0
E1144	28	51	77	45	12	76	15	27	6	4	9	78	16	0	18	21	11	22	22	28	42	46	39	26
E1145	331	484	594	401	258	473	98	105	262	79	86	797	107	97	133	148	116	191	204	184	191	226	207	163
E1146	51	59	95	44	45	77	25	23	17	17	19	111	24	5	24	32	22	31	40	23	48	59	49	36
E1147	8	2	6	8	0	5	0	0	0	0	0	9	0	0	0	0	0	0	3	9	1	2	0	2
E1148	3	6	16	10	6	13	7	7	1	3	1	20	1	0	8	4	6	1	8	6	7	10	6	7
E1149	44	55	60	43	15	53	23	22	9	11	16	63	7	2	7	15	9	18	26	21	26	30	23	16
E1150	7	25	36	18	2	34	5	17	1	6	17	32	2	5	2	7	10	3	6	2	10	24	8	9
E1151	45	97	154	54	40	91	35	28	24	6	40	99	12	0	28	35	16	32	55	46	56	54	50	28
E1152	82	143	197	146	63	194	40	36	40	59	29	183	56	9	27	54	47	38	64	67	85	83	65	51
E1153	2	7	6	5	0	10	0	0	0	0	0	6	0	0	0	0	4	0	1	4	1	2	2	1
E1154	5	7	14	8	2	6	5	7	5	0	0	5	0	0	5	1	1	1	1	5	2	7	2	2
E1155	18	25	20	22	5	39	5	3	11	4	6	34	4	3	3	9	11	4	6	10	3	4	9	3
E1156	7	9	29	14	4	17	3	5	1	5	2	26	2	0	2	6	4	1	8	9	18	10	7	11
E1157	11	22	16	15	12	21	2	1	3	0	3	32	8	7	4	2	5	2	6	11	9	7	6	6
E1158	15	17	17	41	2	16	5	4	1	6	7	28	9	1	4	6	4	3	8	12	17	23	7	7
E1159	29	20	41	18	21	21	4	0	4	9	1	27	1	0	0	4	5	3	6	8	9	10	13	6
E1160	12	29	26	30	6	26	9	8	3	8	9	29	1	2	10	6	10	7	13	14	9	10	9	6
E1161	5	10	24	9	1	12	0	5	1	3	4	23	4	0	0	1	7	3	1	3	5	4	4	4
E1162	16	17	38	12	15	12	1	9	4	13	1	15	8	0	2	3	4	12	13	14	9	15	7	5
E1163	8	9	18	7	4	31	3	3	4	1	2	14	4	0	4	8	6	9	2	4	5	3	5	2
E1164	11	9	16	6	2	8	5	5	5	0	5	10	0	0	9	6	4	6	3	2	2	6	4	6
E1165	5	5	11	13	11	10	8	4	6	0	2	9	1	0	2	5	2	6	4	2	3	4	5	1
E1166	10	2	6	5	2	1	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
E1167	4	9	13	5	5	8	3	1	3	0	0	16	4	0	0	3	1	2	8	8	2	5	2	1
E1168	27	22	45	25	21	42	14	5	7	5	7	33	4	0	19	16	14	13	16	20	15	36	6	20
E1169	15	16	8	17	3	39	12	3	8	3	5	27	11	1	0	3	1	3	9	0	3	7	2	13
E1170	1	3	10	3	0	9	0	0	0	0	0	5	0	0	0	2	4	0	3	3	3	2	6	2
E1171	8	9	1	2	0	4	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
E1172	14	14	18	12	2	18	3	1	1	0	8	33	10	0	14	4	4	4	14	8	5	11	14	10
E1173	8	10	30	28	7	25	6	2	9	5	6	30	3	3	10	4	6	8	10	7	4	13	6	3
E1174	21	19	17	25	14	17	4	3	5	0	2	16	6	0	6	9	7	5	19	6	9	11	8	14
E1175	2	9	14	2	10	7	0	0	1	0	0	16	0	0	0	0	0	0	2	0	2	4	2	1
E1176	3	1	4	1	4	1	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0
E1177	6	20	24	16	6	19	4	8	1	0	6	39	3	0	9	2	8	5	13	13	10	11	17	9
E1178	7	11	30	3	12	13	8	10	14	0	13	12	0	0	10	15	6	14	0	0	0	0	0	0
E1179	2	3	8	6	2	13	2	6	0	0	3	13	0	0	10	3	1	6	0	0	0	0	0	0
E1180	6	11	17	9	1	14	1	0	5	0	0	18	1	0	3	2	9	9	5	12	14	14	12	14
E1181	2	0	1	1	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
E1182	8	5	3	8	1	7	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0
E1183	9	29	25	18	4	27	2	6	4	0	0	24	1	0	5	14	23	3	18	9	7	8	18	9
E1184	4	1	0	3	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
E1185	4	5	3	2	0	1	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0
E1186	12	16	17	14	12	18	5	3	6	7	6	37	2	6	6	9	6	2	10	5	8	10	8	4
E1187	20	38	65	42	42	42	6	11	2	3	4	44	2	14	9	15	5	15	13	18	8	4	21	9
E1188	20	12	15	15	12	10	14	11	2	5	6	17	2	1	8	8	3	6	3	3	5	14	1	3
E1189	18	28	42	18	4	34	7	10	2	4	13	33	8	0	1	13	8	7	10	7	7	3	10	8
E1190	31	19	26	21	13	14	2	5	9	3	0	34	11	0	0	5	7	1	3	2	3	16	0	6
E1191	13	14	10	17	6	20	5	2	3	0	1	16	3	0	12	9	5	8	11	8	18	11	17	9
E1192	20	33	37	39	6	40	6	7	8	6	0	48	2	0	3	9	13	1	7	10	13	16	11	10
E1193	19	22	39	15	7	25	5	4	8	2	4	22	1	3	1	2	3	2	13	12	7	36	9	11
E1194	4	10	10	16	2	31	3	1	2	2	0	23	4	4	5	2	4	4	5	2	5	8	5	2
E1195	13	37	31	28	3	46	0	0	1	1	0	47	0	0	0	0	2	0	0	3	2	6	0	2
E1196	8	14	13	10	1	9	0	0	7	0	0	11	0	0	0	0	2	0	7	10	6	4	10	11
E1197	1	3	1	1	1	1	1	0	1	1	0	1	3	13	0	6	2	1	0	0	0	4	4	5
E1198	13	35	43	28	8	27	6	9	1	4	7	42	4	6	10	5	6	2	12	9	14	20	13	13
E1199	15	28	32	15	20	40	5	2	5	6	10	39	10	0	14	8	10	10	6	5	16	14	12	3
E1200	4	5	10	5	0	7	1	4	2	0	1	14	0	0	8	1	1	2	9	7	5	8	4	5
E1201	14	37	39	17	24	46	19	15	17	0	23	63	2	14	26	21	23	4	19	16	12	9	15	5
E1202	19	35	37	19	20	46	17	16	11	11	10	44	11	4	8	13	8	14	11	20	10	25	13	16
E1203	9	8	17	3	7	9	4	3	3	5	4	4	7	3	15	8	8	6	1	2	1	4	2	5
E1204	119	270	267	180	111	298	55	63	31	20	40	316	41	37	72	58	69	81	78	102	107	143	115	94
E1205	6	7	4	6	3	6	1	0	3	1	2	3	9	2	0	6	4	2	0	0	0	4	0	6
E1206	10	10	16	15	4	13	1	1	11	4	0	13	6	0	0	4	6	2	8	0	0	3	0	3
E1207	3	2	7	1	0	4	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0
E1208	1	2	0	0	0	4	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
E1209	18	17	32	17	7	48	10	8	4	0	10	39	8	0	10	17	9	14	31	22	19	42	23	36
E1210	8	14	10	9	3	5	10	3	1	5	3	15	14	0	3	2	7	2	3	3	2	4	4	3
E1211	4	18	11	5	3	7	5	4	1	4	1	8	6	0	3	5	6	3	7	2	4	11	7	7
E1212	7	20	34	21	12	31	14	5	2	5	2	36	5	0	13	14	13	8	10	13	14	21	12	12
E1213	14	34	34	18	10	25	8	9	6	9	8	38	21	8	7	7	5	19	16	20	32	15	27	13
E1214	4	14	43	23	2	26	8	1	5	6	1	31	4	0	1	7	4	4	10	17	14	13	12	15
E1215	42	112	120	78	17	82	8	16	21	22	2	128	20	0	2	36	33	18	34	34	21	44	25	26
E1216	20	34	39	16	4	29	10	11	13	5	12	44	8	4	6	5	7	6	14	22	7	12	9	9
E1217	6	3	12	6	7	3	2	8	0	0	1	14	0	0	1	1	1	1	2	0	1	0	1	1
E1218	20	34	29	10	12	25	4	6	8	11	11	25	12	4	7	5	10	1	8	6	11	11	12	9
E1219	4	4	2	5	9	10	0	0	15	0	0	27	0	0	0	0	9	0	1	3	1	3	5	1
E1220	24	64	106	54	61	79	32	20	2	9	16	83	2	9	22	27	24	26	39	53	18	53	62	45
E1221	10	21	15	17	12	16	2	0	4	4	1	46	7	10	0	3	2	4	1	2	0	4	0	0
E1222	14	23	44	28	28	33	15	12	7	5	4	39	5	8	15	15	17	7	18	19	15	24	19	12
E1223	4	8	14	8	4	10	6	3	1	3	5	14	3	3	4	5	5	9	10	7	7	13	7	4
E1224	5	21	15	11	9	24	23	18	6	0	4	35	1	10	11	10	10	7	12	6	10	11	6	5
E1225	5	21	10	20	16	29	5	1	2	0	1	19	4	0	1	4	13	2	12	7	13	14	19	17
E1226	2	1	0	3	0	5	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
E1227	34	68	65	75	35	72	17	7	5	36	13	104	13	29	8	16	26	15	29	33	29	57	39	36
E1228	6	7	12	5	13	12	1	0	1	18	0	6	8	0	0	3	1	1	9	15	5	8	2	4
E1229	10	24	18	23	10	20	3	1	6	0	1	26	4	0	2	6	4	1	6	5	12	4	9	13
E1230	4	2	2	3	1	1	0	0	0	0	0	4	0	0	0	0	0	0	0	3	1	0	0	0
E1231	1	3	2	8	0	6	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0
E1232	1	7	0	3	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
E1233	2	1	0	2	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
E1234	1	1	0	1	0	4	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0
E1235	1	8	0	5	0	4	2	1	3	0	0	11	0	0	0	0	0	0	1	0	0	0	1	0
E1236	2	5	7	6	2	6	5	6	1	1	8	8	2	0	5	6	1	0	1	0	0	6	0	0
E1237	4	1	12	8	0	6	4	1	0	0	0	8	0	0	1	0	6	0	9	15	3	4	4	10
E1238	2	1	0	3	0	5	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
E1239	9	13	38	16	14	24	1	6	4	11	2	23	2	0	2	7	2	5	12	7	11	17	20	6
E1240	25	20	26	23	11	19	5	8	5	11	1	32	4	0	3	5	7	6	8	5	3	11	11	6
E1241	12	24	42	30	13	37	6	9	3	0	11	35	0	0	14	5	10	18	6	12	3	7	5	6
E1242	8	32	15	10	5	27	10	14	1	4	3	36	2	0	2	5	5	3	15	10	15	11	17	11
E1243	2	10	30	7	2	12	7	2	0	0	1	6	0	0	1	2	3	1	5	4	8	4	2	3
E1244	9	26	20	20	10	31	7	9	3	0	3	43	2	0	10	6	13	6	21	17	28	19	32	23
E1245	21	35	49	36	11	29	13	8	7	7	2	44	1	0	13	18	7	4	31	20	22	33	28	13
E1246	19	29	40	17	21	36	17	6	16	8	10	38	22	6	10	13	11	14	15	7	9	36	13	13
E1247	24	18	38	22	18	22	6	10	3	8	7	24	2	0	5	4	2	3	12	12	24	18	15	10
E1248	6	11	19	6	10	20	3	3	2	0	5	16	2	9	13	12	6	18	10	12	14	12	17	7
E1249	5	10	29	4	3	7	17	10	2	1	3	8	5	15	12	11	4	4	1	0	2	10	1	6
E1250	9	1	9	4	4	1	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	2	0	0
E1251	14	48	40	20	8	25	21	39	12	1	11	45	3	5	16	15	8	27	25	10	19	20	8	16
E1252	31	49	40	35	15	44	3	16	12	0	4	59	0	1	2	8	9	3	12	17	18	24	18	13
E1253	1	19	18	5	4	8	0	0	0	0	0	15	0	0	0	0	0	0	8	5	9	12	5	7
E1254	12	26	18	22	13	22	5	21	9	1	3	30	18	3	4	5	9	7	13	4	6	9	7	5
E1255	11	20	20	18	22	37	1	10	10	0	5	38	2	0	7	3	4	3	10	15	17	10	17	8
E1256	1	7	19	4	0	5	6	13	0	2	5	12	0	7	7	11	2	5	1	2	2	3	1	2
E1257	9	15	17	9	8	21	1	5	1	13	6	22	1	1	6	5	6	1	13	10	8	6	11	10
E1258	21	21	27	21	3	16	8	16	6	7	11	30	2	15	27	3	10	1	27	21	13	17	13	7
E1259	19	24	23	31	5	21	6	24	5	1	2	39	1	0	3	12	17	4	3	3	10	10	8	10
E1260	8	3	11	2	3	6	0	0	0	0	0	9	0	0	0	0	0	0	0	2	0	0	0	1
E1261	7	12	38	14	8	17	3	4	3	0	1	13	6	6	5	11	3	3	7	3	5	5	3	7
E1262	18	28	31	31	18	23	3	11	14	2	6	50	3	0	11	6	4	4	15	8	13	6	28	7
E1263	10	32	36	13	7	26	7	2	2	8	12	29	12	0	15	5	8	8	10	9	8	16	14	16
E1264	26	60	30	56	9	47	6	2	12	0	1	56	3	0	14	5	9	4	10	27	14	20	28	13
E1265	13	14	13	6	6	10	1	8	8	0	2	14	4	0	1	9	2	1	1	2	1	2	0	3
E1266	52	20	638	0	95	10	41	96	190	234	51	90	112	228	134	21	19	113	40	40	39	36	61	8
E1267	14	30	46	17	3	31	7	6	4	17	7	41	6	0	3	8	2	7	6	14	8	18	13	6
E1268	20	30	13	15	11	28	5	3	2	1	11	25	15	0	4	16	9	9	10	4	7	14	9	10
E1269	20	40	63	23	10	31	33	22	12	13	23	68	5	2	22	22	16	13	13	17	12	33	10	10
E1270	3	14	1	4	5	4	0	3	0	4	0	5	0	0	0	0	3	0	15	4	6	11	15	4
E1271	3	0	1	7	0	11	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	12	0
E1272	17	93	57	47	23	98	23	23	9	4	22	81	1	0	10	7	21	13	22	33	16	32	19	19
E1273	10	9	43	13	6	24	2	5	2	8	4	35	5	10	2	6	5	4	5	11	5	14	9	8
E1274	8	9	8	5	2	13	0	0	1	0	1	8	4	0	0	2	8	1	9	7	3	7	1	10
E1275	11	14	8	7	1	16	1	14	3	0	4	24	0	7	6	1	10	2	10	15	11	15	13	14
E1276	4	11	8	10	5	7	1	1	1	0	4	7	5	0	4	3	4	2	8	1	11	2	2	5
E1277	2	11	5	15	5	17	2	6	0	6	3	34	0	6	4	0	6	1	4	10	13	6	2	1
E1278	5	10	11	17	11	15	0	0	5	0	0	18	0	0	0	1	0	0	4	1	2	5	2	1
E1279	10	19	16	12	5	29	5	1	1	4	2	29	2	0	2	6	5	4	9	11	5	8	8	3
E1280	3	19	16	13	3	21	4	6	0	0	2	33	2	3	19	5	9	2	6	17	6	18	6	11
E1281	6	22	24	12	4	22	15	4	10	7	11	26	1	0	4	9	5	11	3	11	5	7	8	5
E1282	5	9	6	11	0	15	0	0	0	0	0	5	0	0	1	0	1	0	2	3	3	2	10	10
E1283	45	28	40	26	13	34	3	2	3	1	1	54	8	29	7	4	17	10	10	7	17	13	14	18
E1284	1	8	4	6	2	4	0	0	6	3	0	5	1	0	0	2	2	2	5	3	1	11	0	9
E1285	1	7	19	4	0	5	6	13	0	2	5	12	0	7	7	11	2	5	1	2	2	3	1	2
E1286	2	0	2	4	0	0	4	28	0	6	1	11	0	13	11	0	2	15	41	29	16	29	8	3
E1287	2	1	10	1	7	3	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0
E1288	6	23	26	23	3	28	6	7	1	14	4	42	2	0	6	6	5	1	3	4	5	2	5	4
E1289	12	15	6	5	9	9	1	7	0	0	7	26	0	8	5	3	4	6	7	7	12	11	6	3
E1290	6	9	6	4	3	6	2	16	3	4	0	9	3	0	0	4	5	1	6	9	7	6	8	6
E1291	24	53	66	28	19	44	3	5	4	7	7	47	16	0	5	12	18	3	28	16	14	43	34	19
E1292	14	48	38	20	16	17	11	4	1	7	3	18	5	0	3	8	6	1	14	6	5	30	19	9
E1293	15	22	22	13	14	14	9	5	5	8	9	21	3	6	3	4	12	5	15	7	20	14	15	14
E1294	1	0	0	0	3	0	2	1	0	0	0	1	0	0	4	0	0	0	12	2	0	3	0	0
E1295	3	2	2	0	0	7	0	0	0	0	0	6	0	0	0	0	0	0	3	2	3	5	3	1
E1296	1	14	17	11	2	19	6	7	0	0	2	14	0	0	4	2	5	3	6	6	4	14	9	3
E1297	6	10	18	4	15	7	0	0	2	0	0	14	0	0	0	0	0	0	8	9	2	8	4	5
E1298	2	11	3	15	1	22	0	8	0	0	0	6	2	0	1	0	0	0	3	3	1	2	2	2
E1299	20	35	26	35	12	32	6	3	6	4	7	44	4	0	1	14	9	5	12	18	10	21	22	14
E1300	14	37	28	32	7	40	12	7	2	27	12	39	14	0	4	6	10	13	9	5	6	19	4	8
E1301	6	21	30	24	3	38	3	7	1	0	7	29	5	0	1	8	2	4	8	2	6	7	5	3
E1302	5	27	7	20	11	18	0	0	0	0	0	23	0	0	0	0	1	0	2	4	9	4	6	1
E1303	2	11	17	6	4	11	13	3	1	0	0	13	0	0	3	2	7	0	5	14	8	10	10	7
E1304	78	102	122	41	31	91	28	29	23	5	38	145	16	29	68	37	37	49	33	23	42	53	27	26
E1305	6	9	13	5	9	8	2	7	1	0	0	13	0	17	0	0	7	0	4	0	0	7	0	0
E1306	6	28	28	15	6	24	2	2	12	2	3	31	1	0	2	2	5	6	16	5	7	7	2	11
E1307	16	36	29	24	8	29	7	4	15	5	3	57	8	0	6	7	3	4	19	23	16	27	14	21
E1308	2	3	1	1	4	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
E1309	10	10	28	9	4	13	3	1	6	15	0	16	4	0	3	1	9	6	1	2	1	2	5	2
E1310	9	9	12	6	5	10	0	0	0	0	0	9	0	0	0	0	1	0	3	4	1	2	2	1
E1311	31	34	62	42	32	27	13	15	29	26	11	44	12	26	19	13	12	17	9	8	2	18	0	1
E1312	10	21	37	17	9	41	2	10	3	7	4	43	8	10	2	4	7	3	6	6	12	12	9	4
E1313	10	10	6	6	4	10	0	0	0	0	0	15	0	0	3	0	2	0	6	2	9	6	9	5
E1314	3	11	8	4	3	9	1	2	3	0	0	5	1	0	0	4	4	1	2	3	0	2	1	0
E1315	5	5	3	3	4	8	8	3	0	0	9	7	0	0	2	2	4	1	4	3	2	3	7	4
E1316	2	13	0	8	0	16	0	5	0	0	0	15	0	0	0	0	1	0	12	4	6	13	4	3
E1317	1	10	8	5	0	13	2	4	0	0	3	15	0	0	8	7	4	1	0	0	0	0	0	0
E1318	15	29	40	21	8	24	7	6	7	1	4	32	9	2	8	10	4	5	7	6	6	19	21	6
E1319	25	40	31	16	14	41	12	7	12	15	8	39	11	6	8	9	7	11	21	5	12	14	6	18
E1320	5	2	8	5	5	6	0	2	3	0	1	4	11	3	0	2	0	3	1	1	1	2	1	0
E1321	1	11	1	2	3	2	0	0	0	0	0	9	0	0	0	0	5	0	4	3	4	4	13	4
E1322	7	9	15	7	14	11	9	4	5	27	7	8	5	0	10	10	4	14	3	0	2	12	0	1
E1323	1	0	0	0	0	0	0	4	0	0	11	0	0	0	0	0	0	0	0	9	0	0	9	0
E1324	3	5	21	5	7	8	1	2	3	9	0	17	8	0	0	3	2	8	12	7	3	1	0	7
E1325	3	8	10	7	4	15	0	2	2	9	0	22	2	2	0	2	6	1	13	13	9	18	13	10
E1326	12	33	47	18	10	34	10	10	3	2	6	30	7	8	7	10	14	6	28	25	15	50	32	17
E1327	1	0	1	1	0	2	0	3	0	0	0	12	0	0	1	0	0	1	3	5	0	3	2	0
E1328	51	132	125	83	51	127	18	38	20	26	18	159	9	21	16	17	42	25	48	38	39	42	73	26
E1329	1	0	9	3	0	2	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
E1330	12	33	18	20	5	24	7	7	9	2	1	28	10	0	8	7	4	7	7	3	12	3	13	6
E1331	11	17	25	19	7	30	15	12	4	22	1	35	12	0	10	4	5	4	7	12	9	17	8	7
E1332	55	136	127	91	40	136	58	60	26	40	57	137	14	37	54	40	39	61	59	42	26	93	27	49
E1333	54	134	156	152	54	197	62	159	46	62	42	252	17	24	78	37	72	81	208	96	116	225	133	62
E1334	6	7	20	2	19	13	2	2	4	0	2	17	0	0	10	2	6	0	2	3	5	2	4	7
E1335	70	82	138	33	70	89	36	32	18	41	27	89	22	1	35	36	41	48	40	43	27	56	28	43
E1336	22	44	59	31	10	26	2	6	1	1	7	43	1	14	1	11	12	8	12	13	14	12	23	17
E1337	20	12	30	12	16	15	2	9	17	14	6	14	1	0	3	10	7	10	5	12	5	6	10	6
E1338	2	12	32	6	4	19	4	6	1	8	4	18	1	16	26	9	3	3	13	15	7	17	7	9
E1339	8	19	19	24	5	31	2	13	5	8	6	32	2	0	9	7	6	12	14	10	7	13	21	5
E1340	3	4	8	7	2	8	0	0	0	0	0	5	0	0	0	0	0	0	2	1	1	1	0	0
E1341	2	3	12	8	3	6	1	3	1	1	0	2	1	0	0	2	1	1	0	2	0	2	0	0
E1342	6	8	23	12	5	13	3	3	2	23	8	29	7	0	2	4	7	4	3	6	2	8	10	2
