	CKqc1	CKqc2	CKqc3	CKqc4	CKqc5	CKqc6	CKmc1	CKmc2	CKmc3	CKmc4	CKmc5	CKmc6	CKhc1	CKhc2	CKhc3	CKhc4	CKhc5	CKhc6	0hqc1	0hqc2	0hqc3	0hqc4	0hqc5	0hqc7	0hmc1	0hmc2	0hmc3	0hmc4	0hmc5	0hmc7	0hhc1	0hhc2	0hhc3	0hhc4	0hhc5	0hhc7	3hqc1	3hqc2	3hqc3	3hqc4	3hqc5	3hqc6	3hmc1	3hmc2	3hmc3	3hmc4	3hmc5	3hmc6	3hhc1	3hhc2	3hhc3	3hhc4	3hhc5	3hhc6	6hqc1	6hqc2	6hqc3	6hqc4	6hqc5	6hqc6	6hmc1	6hmc2	6hmc3	6hmc4	6hmc5	6hmc6	6hhc1	6hhc2	6hhc3	6hhc4	6hhc5	6hhc6	9hqc1	9hqc2	9hqc3	9hqc4	9hqc5	9hqc6	9hmc1	9hmc2	9hmc3	9hmc4	9hmc5	9hmc6	9hhc1	9hhc2	9hhc3	9hhc4	9hhc5	9hhc6	12hqc1	12hqc2	12hqc3	12hqc4	12hqc5	12hqc6	12hmc1	12hmc2	12hmc3	12hmc4	12hmc5	12hmc6	12hhc1	12hhc2	12hhc3	12hhc4	12hhc5	12hhc6	24hqc1	24hqc2	24hqc3	24hqc4	24hqc5	24hqc6	24hmc1	24hmc2	24hmc3	24hmc4	24hmc5	24hmc6	24hhc1	24hhc2	24hhc3	24hhc4	24hhc5	24hhc6	48hqc1	48hqc2	48hqc3	48hqc4	48hqc5	48hqc6	48hmc1	48hmc2	48hmc3	48hmc4	48hmc5	48hmc6	48hhc1	48hhc2	48hhc3	48hhc4	48hhc5	48hhc6	72hqc1	72hqc2	72hqc3	72hqc4	72hqc5	72hqc6	72hmc1	72hmc2	72hmc3	72hmc4	72hmc5	72hmc6	72hhc1	72hhc2	72hhc3	72hhc4	72hhc5	72hhc6
ASV_31	151	144	94	80	44	298	58	196	36	62	82	31	18	9	26	32	71	48	34	19	85	131	100	108	23	34	129	73	126	147	336	1047	359	822	461	518	17	39	163	67	33	47	20	55	56	62	88	67	421	604	330	388	339	944	32	114	67	126	36	79	58	36	30	108	27	36	439	372	733	106	251	858	90	151	57	70	40	65	59	25	12	23	140	22	148	122	44	171	176	285	61	67	139	39	96	235	234	38	70	23	62	23	112	58	225	156	61	193	81	92	14	15	107	271	31	30	17	45	27	250	19	101	28	91	129	11	28	60	159	43	100	71	388	385	437	777	196	437	156	17	42	91	91	220	63	46	55	29	61	39	162	1148	107	284	555	66	98	195	203	120	142	225
ASV_32	311	54	146	150	110	290	64	258	72	187	194	61	1	0	1	3	0	0	73	33	183	195	153	171	76	72	225	81	270	262	2	0	2	1	2	0	21	88	304	169	79	96	43	133	109	102	311	219	1	2	1	0	1	140	77	150	182	205	54	172	67	82	38	168	50	58	6	11	6	3	0	2	185	249	99	152	139	165	69	41	17	48	359	39	1	0	1	2	1	1	154	103	246	100	133	237	132	38	118	86	131	80	1	0	0	0	0	0	158	192	29	53	156	459	105	56	51	49	37	457	0	0	4	0	0	1	49	107	225	67	265	131	1	2	0	2	22	5	0	2	1	1	25	0	112	108	76	70	130	82	0	5	0	0	3	1	0	1	0	0	1	0
ASV_33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_34	1	3	2	0	9	2	4	6	10	0	3	2	1	0	0	3	0	1	3	1	5	2	1	3	2	1	0	3	1	2	4	3	1	1	1	2	4	1	2	4	2	3	1	0	2	0	0	1	1	2	0	1	0	4	1	3	4	1	1	3	0	1	0	0	0	2	0	0	0	0	0	1	1	3	3	3	1	8	0	0	0	0	6	0	1	0	0	1	0	5	1	4	16	2	1	1	2	2	9	3	0	0	5	5	19	6	0	8	3	2	16	6	0	16	1	2	2	0	13	719	0	2	6	6	4	5	16	11894	1974	4	62	48	0	4137	389	1	36	10	0	261	325	1	11	12	2	2	15	5	10	19	0	2	13	8	16	1	0	0	26	2	1	4
ASV_35	0	0	0	9	0	1	0	1	0	4	0	0	0	0	0	0	0	0	0	0	1	0	1	8	0	0	1	0	0	2	0	5	2	3	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	4	4	0	0	0	0	0	2	0	1	0	3	0	1	1	1	0	2	0	0	0	0	0	0	0	0	0	1	0	0	2	0	1	0	2	3	0	0	0	0	13	0	1	0	0	0	0	0	0	0	0	0	4	0	0	0	7	0	0	0	0	0	5	0	1	0	0	0	0	0	0	1	0	3	4	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	3	0	0	0	1	2	0	0	0	0	0
ASV_36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_37	0	0	0	0	2	0	0	0	3	1	0	0	0	0	0	2	0	0	0	0	0	7	0	0	0	1	0	0	0	0	8	2	0	0	0	0	4	0	0	2	17	2	0	2	1	2	2	0	5	3	1	12	241	38	7	2	45	4	1	9	0	3	42	4	0	2	6	3	34	2	12	10	0	39	0	14	4	1	4	3	2	1	0	1	4	42	2	86	32	23	0	21	609	4	0	0	1	15	23	4	3	7	8	359	826	31	10	126	23	32	0	3	0	0	24	13	7	6	0	0	108	266	2941	195	178	17	0	0	0	0	0	1	0	4	3	1	0	0	6	16	7	11	4	13	1	0	41	26	3	0	0	1	1	10	5	0	2	22	190	482	615	151
ASV_38	0	0	0	1	0	0	0	0	1	0	2	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	21	0	0	9	0	0	3	0	0	1	1	0	0	1	1	1	0	0	0	0	0	0	4	0	0	0	0	0	1	1337	0	17	1	0	0	10	0	4	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	6	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	1	1	1	0	0	2	0	0	0	0	0	0	0	0	0	0
ASV_39	1	1	1	1	3	0	1	0	1	0	0	2	148	154	630	502	520	1037	0	0	2	0	0	4	0	0	2	5	2	1	420	646	1180	473	816	585	0	0	0	1	0	0	4	1	5	2	4	3	245	1017	714	1053	789	529	0	0	0	0	0	0	4	3	1	5	1	4	1170	1141	907	797	943	605	0	0	0	0	0	0	5	2	2	2	2	4	1985	1114	356	393	1371	1386	1	0	0	0	1	1	4	2	3	3	3	8	572	415	548	793	444	602	1	0	0	1	0	1	3	1	10	3	3	1	251	1043	41	740	449	12	1	0	0	0	0	1	744	923	654	927	169	1317	2412	197	1177	928	750	958	1	0	1	1	0	0	985	917	2360	443	401	248	1883	927	855	997	1022	388
ASV_40	1	0	0	1	1	0	1	2	1	0	0	5	4	14	28	1	7	7	0	0	0	0	0	4	0	0	3	4	2	2	7	2	2	5	5	1	1	1	0	0	0	0	3	3	1	3	4	6	5	6	8	16	11	17	6	1	1	3	0	0	1	9	5	3	6	2	5	7	7	9	9	11	0	0	1102	11	0	44	4	5	13375	3	4	9	11	15	14662	1077	26	140	0	1	1	4	15	9	5	4	2	5	9	6	7	11	36	3834	117	9	0	0	0	1	0	1	45	10	4	9	3	4	3576	150	23	77	96	66	0	2	1	0	2	1	3	8	5	2	8	3	40	36	14	37	34	14	1	0	33	2	0	1	3	4	0	3	5	3	5	39	357	126	22	1391
ASV_41	0	0	0	3	0	0	0	7	0	0	0	0	1	0	2	1	0	1	0	0	0	0	2	2	0	0	0	1	0	33	4	1	1	0	5	13	0	0	0	0	1	1	1	1	1	1	3	0	0	0	1	0	1	15	0	0	0	2	80	13	0	0	0	1	89	4	2	0	0	1	74	0	3	8	3	22	161	7	11	21	3	10	85	8	2	0	1	22	33	14	0	61	25	22	7	0	1	16	24	19	2	7	1	1	22	3	0	14	2	57	46	74	7	427	95	13	33	183	10	3262	0	2	0	19	19	0	57	7	28	7	35	111	15	8	2	5	5	10	5	3	0	2	4	22	0	6	151	6	77	35	0	0	42	19	25	14	1	8	76	22	64	12
ASV_42	1	0	10	0	8	0	0	10	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	1	0	0	5	2	2	0	6	14	0	4	0	0	0	1	0	2	2	0	0	4	11	5	0	2	0	0	0	6	0	6	0	1	4	3	3	0	1	2	1	2	0	0	5	3	0	2	2	0	6	42	0	27	16	40	7	10	3	8	34	1	17	12	2	89	14	8	2	2	103	8	69	23	0	1	2	4	2	5	2	6	35	23	17	75	10	2	1	2	0	9	28	2	0	7	4	2	4	12	32	337	16	56	2	0	0	2	0	7	1	2	2	2	1	0	5	14	6	4	9	11	0	3	19	1	1	8	0	17	2	0	6	2	1	34	19	27	13	12
ASV_43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_44	28	225	261	134	305	201	21	645	572	796	214	34	4	2	10	101	40	132	1	1	1	0	3	1	1	5	0	3	6	6	1977	80	0	11	3	8	129	14	0	2	2	0	1	36	6	4	1	5	101	44	9	18	23	122	111	0	9	5	8	4	574	15	25	5	10	1	197	32	12	18	12	25	15	4	15	116	97	2	9	20	16	11	204	2	67	14	9	47	33	14	35	11	7	20	15	1	12	2	9	7	6	0	209	19	39	34	11	47	4	2	2	48	2	51	5	7	10	27	0	106	4	29	523	5464	43	921	51	47	5	8	18	16	1	89	5	0	2	5	20	6456	15	12	6	151	0	0	2	8	3	20	7	9	8	7	6	0	21	15	18	33	32	48
ASV_45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	4	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	1	0	2	0	4	0	0	1	14	0	0	0	0	0	0	0	0	2	1	0	0	0	0	1	0	0	0	0
ASV_46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_47	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_48	0	1	5	13	36	0	17	8	26	0	5	6	0	0	1	0	0	2	0	0	1	14	4	0	0	0	1	20	23	0	3	5	1	6	2	5	71	8	0	1	0	9	3	37	0	28	0	2	50	85	1	30	3	41	3	1	2	0	4	6	24	0	4	0	0	3	6	7	2	0	0	0	1	14	1	7	0	0	1	3	1	1	5	0	2	8	0	13	5	5	4	2	18	3	12	1	23	0	0	0	0	0	92	10	14	8	3	23	1	7	0	1	0	0	1	2	0	1	3	2	4	6	78	32	21	32	2	3	28	11	0	32	2	1	6	0	3	9	6	21	2	7	3	27	0	0	0	0	2	1	3	0	0	0	2	0	12	8	3	5	10	10
ASV_49	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	58	0	0	14	0	0	0	0	6	0	0	0	0	0	26	16	1	2	48
ASV_50	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_52	0	22	0	0	15	0	0	3	17	0	12	8	0	0	1	0	4	4	0	0	0	10	4	0	0	1	0	1	0	0	5	8	0	1	0	0	17	3	0	4	0	1	0	5	0	10	2	5	7	5	0	12	1	61	0	1	8	9	2	0	3	1	4	10	0	5	1	2	1	4	3	4	0	0	0	0	7	0	0	0	1	6	5	0	0	0	0	3	2	1	0	0	0	0	0	1	12	3	3	0	3	0	9	1	1	1	0	1	0	0	0	0	1	0	0	2	0	1	0	7	0	0	0	8	2	4	1	1	0	1	0	17	2	2	1	0	2	5	1	5	0	2	1	8	1	0	12	0	1	0	0	4	6	4	0	0	1	0	3	7	0	3
ASV_53	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	6	9	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	1	1	7	1	0	0	0	1	0	2	0	0	0	0	0	0	0	3	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	2	0	2	0	0	0	0	0	0	0	0	0	0	0	5	3	1	0	4	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	1	2	3	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	3	2	1	2
ASV_54	0	2	60	9	152	0	54	14	30	77	7	0	0	1	0	0	1	6	0	0	0	1	0	0	0	0	7	10	0	0	7	10	0	2	2	9	57	8	0	2	0	0	0	42	17	8	0	0	3	163	2	30	11	9	10	2	10	0	8	80	39	0	4	0	0	0	3	4	2	5	1	21	0	1	7	8	7	7	3	1	2	1	13	0	5	23	2	6	22	0	4	0	12	0	0	0	0	5	0	5	0	0	78	17	22	9	2	7	5	2	0	0	6	0	7	0	0	5	34	35	6	6	182	20	1065	128	45	2	14	6	1	71	19	16	40	4	0	8	81	234	9	15	1	170	0	0	0	0	3	0	1	0	18	0	0	1	2	5	5	10	20	30
ASV_55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_56	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	2	0	0	0	1	4	0	0	0	1	0	3	1	0	4	0	0	2	0	4	0	0	0	1	2	0	0	0	0	4	0	8	0	0	0	2	1	122	12	10	0	16	8	3	78	12	0	3	4	0	32	3	1	1	14	1	5	81	12	167	6	42	1	9	3	0	9	5	28	67	2	132	24	78	1	13	107	21	173	277	0	3	2	8	2	21	1	1435	59	405	148	345	0	0	0	0	0	0	0	0	0	3	0	0	1	14	0	195	17	8	2	0	0	0	0	2	0	5	0	3	0	0	19	749	0	3	1	10	0	1	5	0	6	2	0	2	0	0	0	1	13	1	4	14	42	35
ASV_57	29	31	34	14	8	28	33	33	15	13	13	13	126	100	62	179	117	113	5	6	14	36	34	17	13	11	23	20	22	38	422	576	404	530	456	476	4	14	29	25	19	9	4	17	9	13	21	28	255	551	573	381	555	744	0	15	17	21	5	10	11	3	5	17	13	20	493	533	679	361	406	605	22	57	11	31	12	16	10	8	0	16	16	9	234	311	127	278	307	454	14	15	35	12	17	33	80	22	12	4	11	8	147	141	333	265	151	374	29	33	3	5	34	43	11	6	8	11	8	61	62	428	26	167	187	6	10	16	42	14	22	20	452	434	418	625	203	422	290	61	501	218	237	438	17	9	15	7	13	10	498	726	228	372	510	143	221	266	352	319	322	312
ASV_58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	6	0	0	2	0	0	4	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
ASV_59	52	38	17	29	12	48	21	10	7	24	21	1	124	96	55	159	116	126	6	2	8	29	9	26	11	11	17	27	36	60	573	952	593	731	595	714	6	7	33	9	12	5	11	11	17	10	22	20	403	726	792	569	661	1053	7	32	12	14	8	5	8	11	3	23	8	10	717	695	899	529	509	828	20	36	3	18	22	19	5	15	4	7	18	4	259	281	141	395	350	618	13	4	25	9	35	34	52	9	12	4	12	9	202	191	417	378	176	466	25	33	4	5	29	60	11	7	8	17	6	53	80	567	24	175	253	7	10	19	28	15	23	8	666	595	639	814	298	578	407	62	515	315	366	459	17	13	13	7	13	10	500	893	231	513	758	216	267	390	404	437	395	420
ASV_60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ASV_61	0	0	0	5	0	0	1	0	3	0	0	71	0	3	8	3	0	269	0	0	0	0	0	1	0	0	2	7	1	1	24	0	0	2	2	0	0	0	0	0	1	0	0	0	0	10	0	0	0	1	1	9	2	2	1	0	0	0	0	0	0	0	2	0	3	0	0	1	2	4	1	2	3	0	0	0	0	3	0	0	0	0	0	0	3	1	2	6	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	3	25	12	0	76	0	1	0	0	1	2330	0	0	1	3	4	4	14	4	1	7	0	0	0	0	59	0	0	0	1	0	133	1	3	171	45	11	3080	0	0	0	0	5	0	0	5	3	1	1	0	0	2	5	6	139	5	53
ASV_62	2	0	1	1	15	0	0	1	3	1	1	13	0	1	0	0	0	1	1	0	0	10	3	2	1	1	0	0	1	110	2	4	0	0	2	2	1	0	0	0	1	1	0	0	0	1	2	3	0	1	0	1	14	85	7	14	10	8	18	8	35	21	7	10	5	3	16	3	5	6	6	2	31	489	146	220	37	13	10	35	155	7	32	0	3073	930	59	2438	596	7	1	0	1594	11	3059	469	0	2	28	2	18	47	0	5	190	5	1134	443	5	18	2	0	2	11	9	2	0	3	1	29	44	193	39	211	190	252	2	10	4	1	0	1	4	2	1	1	0	0	30	468	11	37	3	5	0	1	153	9	4	15	0	2	1	5	0	0	80	288	99	221	322	196
ASV_63	0	0	0	0	0	11	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_64	32	1	1	2	1	1	12	0	0	1	2	20	3	0	1	1	1	10	1	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	5	1	0	2	1	1	0	0	0	0	0	0	0	0	0	2	2	2	4	234	0	1	14	1	12	157	0	0	0	0	1	3	2	0	2	2	0	16	0	1	0	11	0	0	0	6	0	0	0	2	4	13	9	5	0	1	3	2	7752	7	0	0	1	0	16	0	1	6	3	8	12216	5	0	2	0	0	0	1	0	0	0	0	0	0	28	8	4	1	24	4	0	0	1	1	0	1	4	0	0	0	0	0	2	2	1	3	0	3	4	0	2	0	0	0	0	0	0	0	0	0	3	32	11	9	11	8
ASV_65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	2	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	13	0	0	0	0	0	8	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ASV_67	43	3	2	2	2	0	0	1	5	2	2	0	4	2	6	4	1	3	4	3	1	2	3	4	3	1	5	4	0	2	3	10	5	2	3	3	1	2	1	2	3	6	2	3	3	3	3	1	5	4	4	1	2	10	1	2	1	4	0	1	1	1	3	2	4	2	1	3	4	4	5	2	5	3	1	2	53	1	4	1	0	5	2	0	5	3	1	4	2	1	4	3	0	1	7	1	0	3	7	4	2	101	3	1	1	2	1	1	3	11	89	2	10	0	3	3	250	3	2	31	0	3	3	1	1	0	3510	82	108	39	21	17	239	110	247	18	28	8	202	13	3	1	19	2	2	2	8	4	4	8716	3	0	14	3	1	18476	1	4	6	1	3	4735
ASV_68	0	0	0	0	1	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	1
ASV_69	110	77	64	148	34	106	50	114	39	104	53	40	34	7	37	53	62	50	33	28	35	103	103	93	61	30	141	110	77	117	586	854	566	743	674	926	4	44	102	83	47	38	20	48	49	52	58	77	407	686	508	721	713	920	20	66	55	54	32	61	38	42	23	74	37	53	669	472	841	229	306	989	109	134	34	90	78	80	53	25	3	27	68	36	170	216	62	400	213	422	60	73	123	51	74	107	151	50	80	44	53	36	154	93	302	215	96	216	85	144	17	32	95	141	63	13	19	17	33	217	29	170	31	101	167	3	27	40	114	50	143	49	624	298	570	703	143	386	210	28	81	138	115	222	75	54	40	26	58	48	239	837	135	520	805	235	143	330	239	168	197	236
